strategy_equity,spy_equity
111674.90562748272,81321.90079917043
112414.2197459,80939.84446116169
112229.54891322822,81271.55681965413
112099.42952069965,80928.83552316815
111355.95934236924,80351.90121192436
110732.21122107757,80200.37839641956
111276.72985510531,80031.30805588719
111325.52477760364,80884.85018520226
112267.0607559741,81505.23884927419
113042.75680142657,80872.44134060173
113734.484035658,80321.4100843944
113695.70669200276,80006.81261224214
113881.98304597908,79957.23912532776
114439.91678631649,80301.4710479551
114606.52852203388,79376.69548829294
115531.9832298498,79727.27245924648
116101.10419158872,79745.14891204669
115916.4527883245,79908.03330498653
115088.28856147079,80913.08312859807
115829.57224741661,80753.13786600372
115340.96658002409,81627.87985486948
114925.4531673962,81522.83755921603
114467.0823002283,81973.92135758199
114462.17960534345,82480.85361242012
114783.66621710693,81265.44887953966
115401.88048667154,81167.84628816984
114916.64932524791,81092.38541877753
114785.33580034705,81380.36914033238
113991.5972435068,81378.43728070635
114877.66392813985,82079.21779196998
114647.46547448175,82796.76088900634
113884.47087819446,82740.3232519346
114013.91783160451,81569.89626838543
113479.84918161956,81447.71837269561
112976.79163249055,81378.66113743778
113246.4481366415,81605.52659094411
113273.83320570165,81447.36423018243
113027.44619123469,81872.00810913995
113231.19628499539,81846.86223072119
113838.61869115713,82672.85811787134
113588.73967344436,81870.31173166406
114159.51662768837,82176.15202501231
116187.48069278653,82464.78194901794
116155.96548437426,83229.6135836279
115838.73353458499,82962.50114267074
116306.05386837508,83595.9802277734
116747.53495493408,83459.46671918115
116533.75694374631,82784.33954682047
116554.79775840472,83247.47035943168
116054.83230228422,83462.25376897729
115125.278145182,83476.99421030545
116279.48228060274,83102.29216222808
117326.54642038653,82959.79111463504
117351.01373507467,83057.01945155753
116996.2449498175,82696.6279241851
116769.02575468429,83875.57466037759
117006.27306428768,83468.33665112418
117529.12464932069,82886.18906141244
117850.84499401804,84253.81782996687
117360.57862263265,84572.81882953265
117938.7938943196,84511.38214860899
117760.85653329385,85191.93380546081
118995.56568330967,86169.52681392143
119024.80593956924,85760.68056155552
119332.54353352274,85968.10446000018
119600.21607498263,85315.20853775031
118977.42501599013,85841.55184014136
118821.93578093547,86244.21328427884
118411.9832908429,85687.84897308685
119181.9146393371,84544.83790200215
119961.55857054133,85367.28120772744
119257.44466720901,85359.2287724308
119208.61091881769,84041.01810150003
119163.56139330895,84133.82318952616
119350.82079489816,83756.85867921241
119401.8226556408,83197.84535287747
118755.18630558108,82774.99547455089
118493.7672574981,82217.48662268343
118298.47032195679,81963.21349604994
118371.20623285676,81516.75442478403
118814.08678145899,82277.23179698353
119550.15136257731,81822.13284056634
119803.96148289143,80709.50297646863
118856.6139948837,80903.67320547752
118360.05104573775,80140.9575405876
118050.91513782565,80005.0691303795
118820.42219917265,80269.918937015
117516.34835146861,80858.15470215233
118292.67309712745,80989.08552000273
119483.86039386854,80020.92952052884
120364.97794478737,79947.55096435317
120417.0901331537,80176.19136007933
120761.43916376401,79676.07293860815
121478.01210563615,79247.07032612771
121353.63836661226,79748.54741230319
121833.36728833569,79330.37728709388
121197.25549718137,78807.66071209274
121884.63444535372,78621.82805968061
121440.08679078416,79340.46942853947
121802.64877695205,79008.51363759952
121856.06797470048,79969.81864580626
121748.9847865662,79839.90247520217
121970.65716617131,80330.185580651
124073.54298806612,80390.2415223944
124921.2479768912,80748.28393105372
124397.5794069801,82110.48488630772
124459.40268320328,80795.73216367846
124778.3542062348,80253.62332397646
125377.63628964295,81105.42961778438
124761.66656984194,80133.26280255702
124417.44907715067,80171.92241138413
124709.04562575478,79244.01507776965
123750.56186722837,79820.65608559562
124566.01291442117,79507.57894364197
124449.12796125624,79216.06213314224
124075.86011003668,78979.87338797568
124110.24176467849,80039.91910137491
123750.58987582628,80299.28741435162
123650.48114651503,81121.82584375434
123813.8485992604,80576.7969745801
124381.80853934032,79815.57328312568
124203.38782269871,78729.45615818178
124522.5773661029,79270.51160379876
124440.67450014867,78736.44177139037
123766.52217097968,79129.1030259878
123979.48440343018,79379.38772969056
124196.44896225812,78283.65024819662
123613.62105066345,77076.86135196472
122643.10589510159,77620.1349718672
123100.22373659641,77738.98047706285
123107.75265948533,77549.02563189594
123070.02067451946,77865.4242739555
122971.0003288541,78402.1937139706
123965.47716427503,79089.52504053355
124729.04913299537,77705.76462317264
125071.13258210162,77692.9840272808
125579.68147639421,78249.84000860396
126093.6117808161,78331.0581712563
125867.97631619262,77996.24474630163
126550.56819488088,78320.160171978
126161.06617984723,78174.53464179754
126396.87273342995,76407.06418097074
125750.98831421659,75745.46049423155
126075.67756451726,75763.95191768756
126045.01131175848,75351.38153645175
125067.76928435602,74936.2429740133
125168.20458580794,75390.25239038677
125719.52164198915,75333.44636885695
125541.92997340066,74645.20927907137
125044.59219946727,74780.72324821094
125259.62884337295,75450.10983361243
125808.7404424283,76862.41394493905
125700.90485420218,78276.23004134832
125479.78443021781,78319.32316813667
126162.7827652075,77825.4931183132
125252.10631434145,78641.02730801818
125460.87331808676,78407.64385292483
124488.94067818703,78144.26832696129
124271.41947984677,77393.8841204216
124561.33433931743,77850.75284503879
124859.5388784397,77944.8158501555
125030.84731667588,77984.41999630706
124963.47327681848,78259.27380714723
125386.40513634925,78418.52611984887
124887.80201124417,77898.03673563385
125244.9482885891,77297.62722520278
125166.5169387144,77868.79952596432
125058.20487058768,77899.54946966768
125221.16900518419,78025.57793059396
126066.27770002942,78492.36539827095
125738.19692450356,78218.29095496002
125837.20442059073,76940.57713629142
125934.2483259473,76386.86468957803
126018.01010579817,75613.49995775736
126306.0389806161,76003.06261422684
128237.07464106217,76291.09475818854
128834.3133794179,76430.20427679445
129337.02762018448,76534.27962839273
129884.97187054233,76558.0179512724
130777.81817147245,76853.54369418116
131249.7104549856,76781.95734003457
131212.4927038252,76988.77346258306
132347.7857486329,76822.01314206148
132098.28439633732,77037.37859453991
132303.61103140088,77947.88373684956
132436.09857730436,77939.28362711101
132118.5529900003,78251.22650394298
131648.57557117802,78340.05089606883
131163.37876906915,78426.28099220812
130922.33802727117,77261.15391679267
132546.34933880577,77206.80126548932
132288.57256877894,77450.29119686589
131684.61780534917,76832.58512922801
130514.03384426745,76794.30331918756
131493.3888181865,77452.5530736525
132472.92176132224,77250.28505416973
132603.27177212475,77656.72884343081
132248.413958814,78147.42229070608
132787.69227422227,77876.2264929634
132218.1186192379,77695.8926623413
132241.12288558198,77925.96460051155
132063.87156877655,77784.4375685085
131523.03926256555,76795.96396003242
131877.0597412481,77011.80252137783
131573.24474666224,76189.58373262112
131494.6012958453,76335.45907568195
131130.96131897724,77476.81883664307
130748.84578238535,78261.61627931791
130170.32457509413,77192.58874898142
129856.95557833421,76530.29783898425
129579.41491853725,76542.65567976366
129520.15526042174,76410.30638275023
128837.85578632473,76986.00534354309
128974.54437472517,77110.58051116228
128891.24361285157,77624.91550547547
128903.10215719893,77523.76354654273
127406.06716362471,76663.12922341532
127428.08893154911,76287.26189561827
126652.56343785155,75850.42620502722
126783.56923683299,75560.75959983093
127582.81834279667,74656.99283022477
127709.75353236242,75232.8354674941
127369.68842542329,73790.2653003126
127762.19623175183,73728.04480438956
128652.46926645821,72487.72595269089
129497.20086546069,72669.04161920035
129268.0364232408,71094.70806545892
129096.78908778726,71153.90678460397
128250.54689644923,71323.04841039176
128226.36058148809,72217.18790810631
128263.53901209497,72467.55156805895
127675.38390666824,72841.2650377409
126692.24236580695,73352.87521159585
126865.32484580379,73268.3366504219
126532.2032073712,74023.69510623578
127068.19413875812,73848.42643644873
126966.7668121857,73309.10544085369
126190.08707631065,73309.9578965088
126549.60535009076,73698.98437290241
125641.07408332481,72800.75337394745
125660.66714063539,72824.7302371899
125528.74210297114,71816.19365614903
125488.95130080513,70630.75356350957
125442.19607339636,70938.50310371707
125739.85930726059,71044.03904313977
125106.92276298795,71497.85822967754
125386.90926900815,71963.12987224065
125022.90579342934,71235.72589444373
125262.75874142519,70973.69028704474
125294.1118375608,71074.92052643465
124977.85777950933,71570.18336759463
125421.55258507055,71677.86519271889
125596.86974574551,71010.25032389585
125488.91416997541,70131.33760164706
125086.75360013999,69823.92400239364
124868.09070816891,69592.19909628673
124796.30331973764,68509.21159632664
125202.78218337354,68403.85081769139
125400.4737608059,69034.53507433628
126010.40399632724,69550.95399774845
126036.83248574048,68854.60113696598
125817.9694313231,68776.03902801419
126098.2168604616,69225.52689786807
126275.09090602555,69343.47834163574
126069.23809468809,69434.62840684866
127018.0938287889,70009.97852820503
127174.126906665,69445.20156995178
127256.01720523227,69638.48590220325
127371.1710682096,70124.26216259347
127063.29522520196,69911.00480867382
127244.91266199,68297.51482816119
128097.52162982312,68212.31357210237
127821.529160685,68350.06784844471
127850.93033569357,69341.77249099442
127597.53994995588,69593.49599757839
128343.59899791428,69537.3788744718
128827.43859475419,69197.49099453987
128104.4921671673,68971.42351597238
129045.39866495418,68787.20554915554
128836.0532696145,69923.47677917006
127838.59208198494,69488.02277277979
126897.0088092788,70595.03479016361
126761.36630474878,72151.81082646846
127300.52177075554,73841.27915433397
127612.9242931518,73714.42788147432
127379.33499921887,73974.80896456797
128456.99341535836,74447.8185248822
128420.5674394355,74497.07091491419
129408.32438287855,73835.80343550061
128649.82235146985,73679.31484581287
128449.67644769757,74932.1170373529
128081.82501400146,75989.92421981694
127850.7795481671,75006.07418584333
128235.97801308555,74689.97039783243
127346.21197350876,73485.05155586886
126670.16630494024,73707.36255370971
126423.42895497286,72713.44248745091
127158.72416638077,72725.90744748632
128271.84437705437,72361.21374144296
128474.56077822467,73163.87431193594
129159.47414487702,73095.80795188624
128513.629981328,73446.40605523354
129651.99130257478,73876.15344988428
128972.89254714941,74405.03464289698
127845.83096470914,74029.15086578741
127030.01269861819,73721.5717045432
127466.26299178279,73878.81097724877
127715.14045301301,74125.01243640596
127564.34599658435,73965.26831980779
128022.06965560402,74369.72088436194
127496.575358954,73826.0049463634
127748.81220319877,74120.48423861407
127786.26382492413,74558.70579988915
127193.42550324483,73913.27020360692
126594.42519748813,72262.86595547944
125868.48924887866,72071.92415479067
126045.58413672674,72226.65699207803
126440.60278891191,72156.0214821865
125038.5326954991,72537.84930209308
125958.09816483084,73298.06050242504
125765.52030747179,73125.7027003661
126358.93262103826,73169.4086374576
126372.4020729417,73182.06146266256
126027.15875173977,73396.06959533339
126022.0284101805,72906.12248529319
125853.45583295848,72767.02300415971
126039.63566690368,71465.64689059694
127159.63684143871,72556.56378567833
126979.82619441205,72458.24166913377
126730.01271349091,73338.80820488716
126797.72074025721,73328.45880879062
126676.06080910515,74008.77311968319
126915.0678188414,75213.87429728727
127892.17825958431,74571.33273962437
128213.05891012383,74194.79651387632
127543.61110574953,73225.38819526024
127323.67197226817,72013.1078442101
127087.79261389641,70694.48585763501
126209.73842456043,72050.59700133813
126017.69822049001,70338.9942284929
125194.68937543404,70237.29310884573
125252.97708092272,69578.5804707904
125795.49864333405,70623.71022195627
125874.55546496734,71375.01240626755
126464.26449388407,70716.23120703392
126728.64335443483,70265.917796296
126268.78195928827,70021.20320536543
126051.79223608148,69487.33721091016
126141.61447277383,69063.33106579713
126099.66145778052,68937.17266863359
126343.92315159744,69872.3229672444
125616.17344143629,70122.46683521128
125765.87305654003,70535.3777298104
126006.35446617537,70129.04366057938
125582.1565327779,69433.84655744799
125157.90057212587,69410.65025718247
125254.89626324628,69791.13549169627
125467.45165170683,69550.94106029622
125802.47026478148,69469.11660109018
125561.71842792431,69159.8828155815
125354.92067283917,69044.93873181472
125721.18598909682,70074.95636153576
125582.39018022426,69879.88300800731
125933.89225120534,69486.06782142528
126010.47559400133,70377.78257703484
125466.08309413746,69636.00517260005
125503.43296312253,69875.3694289258
125479.74615817398,70147.02784558598
125498.15873357402,69340.11592870866
126185.73308076675,70093.79220092559
126271.16515102281,70045.24616252584
125548.15975212096,69888.49592988193
125331.41757865739,69660.97618477231
125469.2677593123,70146.17714046426
125279.70829392973,70058.8325844673
125990.76713587114,70445.30914647253
126145.85842360486,70123.13775966874
126229.58383749981,69776.6894233334
126072.48300470242,69557.71312169403
125902.91220778899,69600.24202427002
126547.78875276589,70499.70800444101
126101.67158309568,70124.2817227155
126463.29293388133,70651.75247179833
126386.1002520646,70783.94928394567
126521.26407606166,71259.50628198929
127224.59980632467,71552.243285407
126875.32425198978,71474.56705216695
126775.58735422316,71029.68220119532
126921.74713989571,70420.53478083608
127280.43261425818,71002.78635537044
127258.05065734487,70925.25445824146
127099.03303480324,70560.55078731051
126831.70027179096,70950.75561749426
127064.11833554006,70470.25935642673
126575.56048893853,70168.45315855532
126433.04225988004,69761.92492475815
126513.46137147894,70119.20390296743
126297.4566151765,69808.47503868362
126885.31867123635,69283.22467922143
126474.22542506184,68416.96958869327
127034.50810452475,67879.16695541124
126653.49278082879,67638.58385351415
126716.35285325506,68532.48101586176
126163.76091202204,68715.200417084
126277.97913921,69035.22222741395
126286.29488300972,68839.36515887706
126001.60318683018,68893.6771980825
126569.15985709392,68385.97264488005
125747.44105107589,68220.05594469204
125600.5866671176,68652.25714661369
126390.84995950105,69099.5801104634
126137.96508112129,69195.50160939778
126128.38448283885,69993.45703684381
126492.54280037833,69931.62933461273
126755.77482019093,70306.97636042142
127256.00184633544,69687.35318532336
127840.52764057173,70439.94872289288
127762.2168558407,71031.43950979627
127171.0831160849,71357.77676431563
128030.60273316139,70985.8434889817
127273.5958910662,71176.35539906404
126348.86519799738,71569.3858251862
126813.87888825078,72653.7188815757
126127.64405420735,72472.27178141406
125760.24575842071,72609.10172330408
126733.98279506771,72060.3994198051
126957.24518871734,71158.67539852105
127094.63596333325,70499.02247185596
127707.9051445833,71068.76964343328
128330.82318252193,72309.95241252135
127748.27537889202,71679.72252539788
127946.3078788267,71451.2139253195
130242.240087023,71506.39875164616
130401.43323773047,71922.93854152504
131304.77964948124,71937.30803531046
133106.0222300562,71620.69019739749
134014.5768647688,72474.78370621512
134432.8947325106,72259.85419279139
134584.3617293633,71888.29424277591
134426.94623610826,72248.75836633197
135831.21583249627,72940.560244424
135256.78916348977,72896.38465466196
135122.7723806682,72325.57482808814
133939.2050392565,73833.71947393061
134079.24426427344,73150.12367300372
133504.1967091612,72440.68207668276
133092.84470971161,71719.63264363483
132770.1624028344,71802.90753362393
133744.73521242864,70936.85355564005
133115.99295142098,71647.95839130509
133291.8896918987,71541.61134774768
133407.54346877206,71731.6828646516
133564.19438889614,72328.74730868555
133559.78272425858,71815.3418606304
133958.38528769035,71199.46210028273
133707.76540595334,70572.63370836707
133747.8518062347,70060.4227448907
133941.96748334533,71224.80680353029
134357.3307691602,70137.68380658125
134815.45901044548,70727.5383577055
135023.04085897142,70519.88064917517
133986.97296885174,70542.9868768896
134117.67807746615,70907.74247018063
134073.35381798196,70934.52923309605
133919.0666371552,71311.03607958899
134023.8253393182,70646.60204353392
134008.76948073634,70619.06633071121
133807.25569466877,70766.33501893052
133735.93011391483,70302.49307486932
134534.72662156308,71247.22261636225
133806.92198915555,71078.28523311632
134019.5763173129,70863.54952612717
134973.65344765357,70316.54308221211
135472.48159397885,69517.46341667106
135306.4926820079,69342.66814308525
136050.28193603223,69860.81620088051
136937.81812204848,70573.8557383269
136554.26000764157,70373.99984325659
136931.67178878456,70858.29453549272
136914.97203045533,71161.95406229435
137600.10783639952,70115.84410987736
137409.9307928376,69330.4081335494
137925.7742116946,68130.5757190082
138393.3591689693,68284.43124907004
138883.6134697024,68200.19306796644
137763.56856928166,67464.33153984744
137782.7020438187,67771.22838613746
137856.28075994574,67267.83931454751
137729.53511028184,67540.3780542305
137322.10827748195,68132.27667246063
138038.97726456643,68314.6632801994
136880.8613099128,69096.71500498884
136323.72398872883,68395.93125870576
135777.24652533027,68069.82378155722
137585.76423017256,66996.00691816938
138333.19316857334,66801.35052184055
138870.05918665326,67004.96536093987
137993.8793076123,67661.67263301447
139079.56412701655,68538.34818493242
139990.7262140963,67381.52962055501
140229.53859357553,67307.03970513314
140439.353253191,66556.46517875735
139702.42622840317,66117.96097597545
141368.29355673082,66331.03055168597
141950.09308308465,65304.961325339485
141848.07696237843,64331.077333690104
141071.18042069045,64213.83358591899
141175.63538546165,64819.91581512871
141327.5933150913,63025.64850902179
140970.57930678345,64238.62225591432
140149.1061162683,64795.74103355406
141073.6416553299,65515.36194574256
141028.90264542078,65514.432854748025
141871.67590213867,64359.200531313574
141136.2860302026,62047.71212890474
142780.05716854238,62620.87356714561
143160.1035687389,60247.10563042171
143712.0418096272,62092.9273374072
141983.03686397415,61349.677016607304
143463.5006067428,62922.31507751464
146464.8531148477,61602.86134247829
147830.60147103335,59338.03386673045
149348.28089148854,57770.031505114675
148690.8856936665,56091.08388619183
149036.23914111766,54634.04511762165
148327.45760429668,55705.3498408114
147462.85244274052,53268.05771949239
146694.13284864838,55345.11244209972
146865.11758312176,55091.19513230825
147080.89767330358,57377.81840205748
146128.33164619422,57767.42763614389
146966.2911306556,60246.292655515084
146672.6658960218,60167.89650729582
146751.47671613225,59558.37227157668
147976.53972582915,60027.51781402349
148819.0028141947,58526.639349978024
153081.5640242901,61912.72236295847
153446.3264001223,63690.37308552778
157963.07999591224,62572.96050734772
156067.4993754782,63006.33740548103
156792.08508807406,59625.69323908723
156356.60247758363,59494.38377341396
155787.79725213937,63172.37381925595
158586.46643647252,66426.81539707552
158335.51866889116,65897.172510714
159729.0229192058,65686.19582006474
155832.14112899217,68121.08591835608
153751.08905249008,71461.23750875144
155768.80629854053,72749.86922052619
154172.75176185113,71981.86193394473
154327.16993883732,72222.04596311953
152774.18100505596,71943.85188326963
151069.512116414,73060.00477177069
150496.71468756063,72165.29392800614
149910.66521783773,72243.31317985259
148623.61911207877,76497.88594543823
147539.94131847058,74662.15160724903
148427.5308555507,72267.22114077721
148470.37894323075,73027.34885426826
149022.62322679439,71487.74540849763
148578.57004963153,72863.6867341917
149930.0852119646,74614.07409874794
149873.08831602696,75184.00029202005
150185.89519332902,76052.51278432635
149417.62285615696,75678.03839993432
148903.19242085895,72339.36554983107
150452.66745791107,72117.35344831916
153524.66345756568,74553.58691546638
153635.9465284528,73906.81431325291
154807.48331034693,73624.64654833723
153228.15230929758,72775.31047175401
154259.05972787988,75296.05484820362
157193.09100667038,73576.42626839416
156959.84781578823,70957.7702933259
158761.5092169589,70073.50503305475
160449.20071732355,67892.85310365913
159585.60098524686,68767.48539513443
160132.29127784076,69446.88821426133
156533.41083667098,69349.21073266657
156260.23590098132,68862.76059349802
156161.39958145402,66862.37483269077
156390.2759137809,67120.11755087554
156224.35249718867,67510.71920433766
156687.21618853632,67103.65621845807
156485.4692035471,67070.37975530684
