Date,No_Leverage_1x,Fixed_2x,Fixed_3x,Fixed_5x,Kelly_Optimal,Vol_Target_15pct
1997-05-01,10001.768326253012,14168.665752678951,24984.917779956122,236168.13408447598,9967.575826053031,21454.949762150416
1997-05-02,9996.03515510334,14148.836532651983,24922.41137704844,235231.58525048895,9961.84265490336,21382.56242374107
1997-05-05,9995.041979513164,14144.585218391025,24909.020302057448,235029.0470687621,9960.849479313183,21368.7586570229
1997-05-06,9998.937982188962,14156.388251100794,24946.204564954198,235581.1177346786,9964.74548198898,21415.280669310054
1997-05-07,10013.739061441085,14203.981383092061,25096.080271215476,237812.9327684209,9979.546561241104,21596.322187925565
1997-05-08,10022.876808207911,14232.941432405358,25187.144333732715,239163.9897257758,9988.68430800793,21707.427357287987
1997-05-09,10022.371504029954,14230.219524231608,25178.349023487783,239023.6049624367,9988.179003829973,21699.385809444357
1997-05-12,10023.21105116194,14231.914947827372,25183.473742960974,239091.05924890342,9989.018550961959,21707.890013571363
1997-05-13,10014.66019438906,14202.781323566876,25091.49791920015,237710.3404516181,9980.46769418908,21600.41070422397
1997-05-14,10015.4990704929,14204.498200058697,25096.7639278192,237782.10667117446,9981.30657029292,21609.014920017715
1997-05-15,10013.775783216053,14197.802304870705,25075.529403178305,237458.55416087486,9979.583283016073,21585.91147598909
1997-05-16,10017.846440874375,14210.133036748071,25114.237637804872,238029.49205962472,9983.653940674394,21634.304026071848
1997-05-19,10011.000385794756,14186.614811481832,25040.006238955975,236915.18934210905,9976.807885594775,21547.83196943363
1997-05-20,10016.919716676286,14205.024157755783,25097.889325542972,237773.00504004472,9982.727216476305,21619.038887039263
1997-05-21,10032.493951540979,14255.113472242025,25255.499459183902,240116.63470041938,9998.301451340998,21809.302417905026
1997-05-22,10032.47704741017,14253.975744931844,25251.63659781728,240048.325829352,9998.284547210189,21807.116565153978
1997-05-23,10037.372267681207,14268.96484887664,25298.568282201355,240737.63187676677,10003.179767481226,21865.497633648425
1997-05-26,10045.074276127454,14293.155214139062,25374.438697116886,241857.3264716145,10010.50141812526,21958.406124988454
1997-05-27,10042.213393899141,14282.648086532032,25340.965882312186,241344.56353288103,10005.056001758461,21920.81547052946
1997-05-28,10045.4252820683,14292.086130802214,25370.338608946433,241769.8751736162,10007.329409746766,21958.18762638102
1997-05-29,10046.588534961622,14294.790588608654,25378.47917120844,241877.8597486053,10006.869647962487,21970.14458848168
1997-05-30,10048.58126595636,14300.215745317779,25395.181685559113,242113.3598944252,10007.37729067734,21992.272619237556
1997-06-02,10042.086483243596,14277.772899337886,25324.10128274832,241039.43214808102,9999.259022996912,21909.545969673578
1997-06-03,10043.36213409952,14280.858794184503,25333.48410770842,241167.2612689339,10000.534673852835,21922.86494532748
1997-06-04,10049.236693805806,14299.039556515141,25390.399603466416,242003.71611683577,10006.409233559121,21992.85279845273
1997-06-05,10064.439673391864,14347.853394821417,25543.80381917362,244278.2609635092,10020.262083154708,22178.021976059856
1997-06-06,10074.973380072495,14381.322679935127,25648.83103472712,245829.90984444146,10027.611410219519,22305.722994158998
1997-06-09,10097.49261024425,19243.772271075883,25877.95765421733,1082806.8332568451,10046.940122727658,22581.54279184235
1997-06-10,10090.79408192215,19191.531584030585,25804.599752515947,1076948.119854837,10037.085579027786,22496.86797013064
1997-06-11,10100.675745519882,19264.82081873929,51994.84825642861,1084741.9037953957,10043.787768586744,31314.351565679295
1997-06-12,10103.628419416053,19285.646049923133,52077.69172406017,1086828.507164756,10043.561759975133,31353.1581368861
1997-06-13,10127.040210137771,19461.362075962876,52791.7317246327,1105758.6431300642,10063.777686077583,31660.855957800108
1997-06-16,10119.760135570787,19404.746174964188,52559.11368708142,1099433.883596648,10053.338294928111,31565.174977776885
1997-06-17,10112.19662515543,19346.03514740703,52318.16592540326,1092898.2336444752,10042.652805617303,31465.768840889337
1997-06-18,10107.143781075247,19306.367672870765,52154.9701212458,1088445.5108103491,10034.506399271217,31399.36003297836
1997-06-19,10086.528362193036,19149.003769314346,51512.64402061017,1071233.6244656849,10010.879594899927,31128.41452766931
1997-06-20,10082.317360128261,19115.87279403828,51376.73800083845,1067544.0981920375,10004.533933640832,31073.069929103716
1997-06-23,10075.781510048735,19065.18215346645,51169.43737515684,1061958.1401272032,9997.443182005207,30987.170185201365
1997-06-24,10078.347740448442,19083.391930106493,51242.879527716395,1063862.1961785264,10000.009412404914,31020.89778474036
1997-06-25,10082.831070233631,19116.089284357844,51375.25820956112,1067333.7635451443,10004.492742190103,31079.821547631414
1997-06-26,10102.715254694454,19265.266063946197,51981.84310316723,1083435.4458534047,10023.821033178687,31341.156543402234
1997-06-27,10113.486073226324,19345.37267101068,52306.66014029402,1092002.495180751,10031.508735373945,31482.715872678244
1997-06-30,10108.659150612486,19307.414842951195,52150.44336994612,1087738.2408287157,10023.626137503845,31419.276318324948
1997-07-01,10100.560221711585,19244.737069916624,51893.69895948453,1080802.69549538,10012.510163236073,31312.833252770237
1997-07-02,10106.650422139217,19289.452914628302,52074.48315693513,1085536.9416599728,10016.172946381406,31392.875886961963
1997-07-03,10094.254341124712,19194.28264954272,51685.49247088282,1075081.5104569758,10000.800428140547,31229.95596505705
1997-07-04,10113.867766142539,19341.34390138061,52283.20739625284,1090934.7311086606,10020.413853158374,31487.73240814849
1997-07-07,10127.086347568473,19439.90150428442,52682.90407239077,1101484.9544511754,10030.552648708743,31661.46233546076
1997-07-08,10123.326538787936,19409.934533681408,52558.91172950753,1098064.129578758,10023.736779775545,31612.047705773723
1997-07-09,10106.701268875502,19282.667648807743,52038.82220340027,1084095.4397583585,10004.123557251874,31393.544158353157
1997-07-10,10121.628250688978,19394.200050584783,52491.56753349903,1096071.4043676443,10018.698051367992,31589.727347901702
1997-07-11,10121.550343443418,19392.125807491437,52481.322588601484,1095691.082033912,10015.592395368236,31588.703424102903
1997-07-14,10135.45159492385,19495.8307291655,52901.87703499905,1106788.2826363049,10026.594313609214,31771.40558641716
1997-07-15,10119.910472648218,19376.718319828004,52414.76878701581,1093683.0126044182,10008.051618038213,31567.15083650886
1997-07-16,10114.827357029015,19336.82236828043,52250.64617498385,1089205.948977159,10001.830772000123,31500.34417408504
1997-07-17,10115.981593018567,19344.14577273845,52278.94200798224,1089863.5512320027,10002.985007989675,31515.51413280485
1997-07-18,10117.566433868138,19354.72035764998,52320.45397632462,1090872.3482025568,10004.499848524309,31536.34346968492
1997-07-21,10114.031198741452,19326.552908335267,52204.17392731803,1087675.2759319334,10000.577590690742,31489.880379448492
1997-07-22,10121.531610808084,19381.89335782903,52428.038770388484,1093546.8221111714,10008.078002757375,31588.457223752812
1997-07-23,10111.601965378046,19305.32932073673,52114.598153627136,1085092.2425482625,9997.022313231351,31457.95331238657
1997-07-24,10111.239109352493,19301.203086839058,52096.39229337911,1084518.5347718354,9996.659457205802,31453.184347479328
1997-07-25,10113.569883137567,19317.457523306155,52161.19383095665,1086157.6832019554,9998.990230990874,31483.817374368853
1997-07-28,10119.953899080621,19364.36040361331,52350.742687666374,1091118.1049445516,10005.374246933929,31567.72158390614
1997-07-29,10128.405386977804,19426.862898081927,52603.65193977719,1097758.4429853978,10013.262285209827,31678.798281983392
1997-07-30,10117.83023864646,19345.377046289403,52270.02773967087,1088759.8154893173,10000.507244298136,31539.81061820004
1997-07-31,10103.120922127488,19232.68620006186,51809.616283131705,1076397.990749227,9985.797927779162,31346.48817252209
1997-08-01,10117.229601191108,19338.09845259304,52237.71971804568,1087731.7504354024,9999.906606842782,31531.91652592967
1997-08-04,10121.755557610153,19370.92749845686,52369.90128232699,1091161.7783567251,10004.432563261827,31591.400524579985
1997-08-05,10115.123563700656,19319.31937963773,52158.14261700974,1085421.9361532705,9997.473867117656,31504.237176055176
1997-08-06,10132.178287931198,19446.94321431955,52676.39707310521,1099142.8692745883,10014.528591348198,31728.384980227995
1997-08-07,10134.499061763829,19462.996022926687,52739.893597999166,1100723.8643391896,10014.519134305541,31758.886579171158
1997-08-08,10147.928952234597,19563.12672700859,53145.864456073854,1111431.3910107359,27504.476622766055,31935.39371107269
1997-08-11,10150.03286682662,19575.511425850484,53194.22528178067,1112594.2077891792,27537.218793604403,31959.588728880946
1997-08-12,10176.202327351795,19747.316730075654,53892.24503330706,1131093.3839863935,27944.481023027434,32260.53752492045
1997-08-13,10199.07562377527,19897.27304488762,54501.17168371921,1147212.1432364113,28300.446698617783,32523.580433790434
1997-08-14,10197.306029351352,19883.98181436537,54444.83871954059,1145578.3371552464,28272.907385395552,32503.230097915373
1997-08-15,10210.735572260424,19971.36738117478,54798.736785009634,1154889.2535771076,28481.904646917978,32657.669841369694
1997-08-18,10220.184610023189,20032.37725895179,55045.12209654003,1161329.6732509579,28628.955297100987,32766.333775641477
1997-08-19,10238.828718500637,20154.29480345,55539.6958011414,1174392.1426260362,28919.104235281287,32980.74102313214
1997-08-20,10227.860967139124,20080.098390425628,55235.2790791181,1166144.2827231763,28748.418604717746,32854.61188247474
1997-08-21,10237.929736759868,20145.212247884996,55498.39083151233,1173031.9101456697,28905.11383194058,32970.402733113304
1997-08-22,10252.82030669324,20242.25561795757,55891.56313459911,1183386.6295079992,29136.848326528667,33141.644287347066
1997-08-25,10231.519021039067,20099.651749644323,55308.56534838022,1167714.8460268138,28805.3470685356,32896.67950232408
1997-08-26,10217.823125438352,20007.512732923235,54931.55591146974,1157558.1467618735,28592.20469324948,32739.176702915865
1997-08-27,10193.446708107,19844.75343062482,54267.285258478834,1139763.8049823963,28212.846698530324,32458.847903605325
1997-08-28,10191.429617266707,19830.136972746204,54206.81647511053,1138087.622911398,28181.45572232826,32435.65135894195
1997-08-29,10201.657349418561,19896.5863843272,54476.510055193045,1145212.0115451785,28340.62480394148,32553.270278688266
1997-09-01,10221.751962370414,20028.2916970297,55011.7083647893,1159399.3937496545,28653.34721800468,32784.35832763457
1997-09-02,10224.042348439776,20042.03222415462,55066.10006026899,1160752.0357652612,28688.99135120916,32810.69776743225
1997-09-03,10246.02494336615,20186.10919544084,55651.1758466896,1176242.3430469022,29031.095484750847,33063.49760908555
1997-09-04,10229.676051536446,20076.33502710669,55202.07508655914,1164151.5282585141,28776.66585565107,32873.2554699864
1997-09-05,10209.384902104806,19940.559544295058,54647.472810602594,1149269.822816414,28460.88484262117,32637.94524100818
1997-09-08,10210.030571519004,19943.487996634623,54658.1467286548,1149475.0311656562,28470.93307287962,32643.499901999916
1997-09-09,10216.195068073668,19982.945067556775,54817.560649477884,1153643.356150776,28566.868050511595,32712.39387965424
1997-09-10,10217.131554775708,19987.762461159837,54835.78753187147,1154042.9103433634,28581.44212481208,32721.086312863084
1997-09-11,10192.410119969172,19822.735949437334,54162.37486345381,1136012.1623774434,28196.71479563537,32434.86508832757
1997-09-12,10192.6320882349,19822.95929527745,54162.433980421505,1135956.4352227827,28200.16917677074,32435.665604098267
1997-09-15,10177.767077683413,19723.314799042506,53755.81103618484,1125063.7048487756,27968.832450063237,32263.030887553286
1997-09-16,10187.315949897204,19785.360441748566,54007.95083561597,1131742.812753533,28117.436773890367,32371.110023403413
1997-09-17,10193.174923443747,19822.928973069495,54160.21276089528,1135749.9230250497,28208.617049708442,32436.665534742773
1997-09-18,10182.832203357833,19753.219705688094,53875.49650064828,1128106.342219835,28047.658468371406,32315.93442289994
1997-09-19,10177.813482522859,19718.81062993205,53734.75762380944,1124311.4911463857,27969.55462537712,32256.435402047995
1997-09-22,10166.106146662192,19640.154727799276,53413.94483941909,1115723.8026120954,27787.359211045496,32120.069589413804
1997-09-23,10166.64695032766,19642.640695261318,53423.8159499528,1115961.6830593885,27795.775468089356,32124.55403329779
1997-09-24,10179.610840963433,19727.359299741485,53768.55260031651,1125122.9656509429,27997.52601610856,32271.719043638794
1997-09-25,10168.794363726096,19654.593394986543,53471.70005218144,1117172.700139342,27829.194589102495,32145.510040576344
1997-09-26,10176.262980530424,19702.926147082893,53668.22734213999,1122382.6685460354,27945.424938119857,32229.49731110165
1997-09-29,10171.064371167802,19667.368038506662,53522.974550076826,1118476.6726889843,27864.521579914057,32167.783055473345
1997-09-30,10162.668784508214,19610.676802653506,53291.77497724548,1112286.2675869414,27733.865262524207,32069.327176166356
1997-10-01,10162.668457314929,19609.60504398898,53287.254645116154,1112146.1333837966,27733.860170578693,32067.39278923707
1997-10-02,10151.368561537074,19533.735936919016,52978.137958249565,1103888.812539485,27558.005542535837,31935.561859706446
1997-10-03,10145.971794545978,19497.005053958623,52828.641734091994,1099897.6583214125,27474.018356236902,31871.655632079433
1997-10-06,10132.838094697792,19409.08835640909,52470.807997761105,1090359.940579383,27269.625152349512,31718.879884145164
1997-10-07,10157.56273326006,19571.850551321386,53134.106177064314,1108049.9628553933,27654.402339974793,32001.191885662774
1997-10-08,10159.288794011174,19582.23863455533,53176.37542441011,1109163.1848698463,27681.264160414034,32019.2245254585
1997-10-09,10152.0893663769,19533.535293078367,52977.97164066737,1103860.849828,27569.223067855637,31934.632503841094
1997-10-10,10155.969624616697,19558.214657194883,53078.559876438376,1106534.5762772767,27629.609586712464,31977.383318731856
1997-10-13,10155.905092093453,19556.760974453708,53072.648151581736,1106366.1080375598,27628.60529931948,31974.71664301129
1997-10-14,10154.523908095032,19546.592808434856,53031.25253235922,1105252.263018136,27607.110623344073,31956.865923958423
1997-10-15,10163.255964356496,19603.378219828337,53262.546080710476,1111407.2054282024,27743.00324891309,32055.14809474697
1997-10-16,10173.784145283145,19672.00625290833,53541.88609504036,1118833.203457905,27906.84806458408,32173.929894477697
1997-10-17,10168.59096175089,19636.50962191971,53396.98268487756,1114942.2266876344,27826.029145863336,32111.96860985382
1997-10-20,10162.861593275824,19597.49293993759,53237.85722621808,1110678.1739449054,27736.86584897013,32043.86603039017
1997-10-21,10160.815601679418,19582.89064047167,53178.27802711043,1109073.4391273754,27705.025104751083,32018.10058205536
1997-10-22,10134.128425419787,19405.185315870243,52454.52572042012,1089770.5150541265,27289.70592421057,31709.23166819734
1997-10-23,10117.308118487259,19292.938198739506,51997.88207124249,1077613.9403614334,27027.93989757309,31514.29546573574
1997-10-24,10134.714300656498,19407.349624828814,52464.63474064689,1090084.850290931,27298.823607581882,31712.831084805322
1997-10-27,10155.649212154822,19545.02687402672,53025.78237374541,1105053.1549469286,27624.62316777454,31951.783720468567
1997-10-28,10153.9281753148,19532.61862142793,52975.29937089528,1103699.1820919462,27597.839531951715,31930.330905065093
1997-10-29,10162.201581202942,19586.37946219252,53194.31832471241,1109529.4480965524,27726.59441108593,32023.67769160591
1997-10-30,10167.291617293151,19619.023595468105,53327.17386737559,1113054.7213698933,27805.808097739788,32080.305029526793
1997-10-31,10206.193005497636,19875.45385175513,54371.23148206462,1140856.3745187798,28411.210951672092,32525.290141026882
1997-11-03,10221.552773917141,19975.835663915404,54778.98281158313,1151657.6700101753,28650.24734770063,32700.00417399184
1997-11-04,10221.288302384179,19972.7095520635,54764.90338866288,1151201.2679216298,28646.1315094689,32695.04810151406
1997-11-05,10210.559839684525,19900.32101045154,54468.79258120763,1143230.621545982,28479.169808705552,32569.754434564275
1997-11-06,10191.730640164147,19774.37113069767,53954.811595011946,1129467.1055015323,28186.14039116968,32351.4362246031
1997-11-07,10195.58244878596,19798.66257480142,54053.05657518387,1132039.809051989,28246.08416284666,32393.989364522975
1997-11-10,10187.506271580205,19743.97687151072,53829.61188856988,1126036.1785799637,28120.39865508207,32299.37736702485
1997-11-11,10171.233174677856,19635.076997943383,53385.56915185999,1114163.1787615607,27867.148584539256,32110.60545006605
1997-11-12,10164.627685533766,19590.261966250087,53202.84433756013,1109272.1395970348,27764.35065973436,32033.08497273938
1997-11-13,10152.748779632004,19510.575842913706,52878.25219219856,1100607.625783014,27579.48518663818,31894.97784364586
1997-11-14,10174.447070877308,19653.221414709806,53459.318335259566,1116091.7125033704,27917.164844143215,32142.794928115276
1997-11-17,10186.57566481149,19732.40197546719,53781.480923796145,1124652.5587735667,28105.916087243935,32280.57859241912
1997-11-18,10187.800197286984,19739.337345158943,53809.188704894055,1125353.4313723128,28124.972873893817,32292.93036411672
1997-11-19,10207.438643843729,19868.15677655615,54333.2100569706,1139278.8849356289,28430.59619843317,32516.791713022285
1997-11-20,10209.74927201952,19882.167573163435,54389.28712762721,1140712.7916530734,28466.555349418908,32541.414086097015
1997-11-21,10200.2823210837,19818.20582520581,54127.802547173356,1133682.3577518559,28319.22592548021,32430.61382903166
1997-11-24,10220.618261129432,19951.57544121921,54670.09371305382,1148081.489432648,28635.703992441893,32662.328962626612
1997-11-25,10228.78138785812,20004.255233234115,54883.359471225056,1153689.9216068597,28762.74265215712,32754.072410815606
1997-11-26,10216.963992911507,19924.63190339339,54557.69898309617,1144928.9736123153,28578.834443300468,32616.101855591653
1997-11-27,10215.913235137858,19916.34457648777,54522.7960545744,1143930.0232869664,28562.482025448026,32601.93801258762
1997-11-28,10206.228391803139,19850.911761843792,54255.21788338071,1136732.6776833928,28411.761651051467,32488.482464843768
1997-12-01,10190.251933215237,19743.88676959592,53818.483750271844,1125039.0885513842,28163.128014277238,32302.776928782507
1997-12-02,10203.057838641807,19827.474901524678,54158.31596641251,1134057.816773238,28362.419917478266,32447.992408034108
1997-12-03,10228.257674515464,19993.032482899063,54831.66024618856,1151949.1393603273,28754.592363262025,32735.497282650824
1997-12-04,10211.855634052994,19883.07108585142,54382.50654067785,1139900.8848920008,28499.33560856485,32544.939607196535
1997-12-05,10220.275753043072,19937.510347973483,54603.18277788438,1145720.9832796275,28630.373710347943,32639.770691235077
1997-12-08,10213.40667494185,19890.698375083906,54411.37103224482,1140540.3285663654,28523.473682397675,32558.793247678906
1997-12-09,10208.624631375806,19857.74085005255,54276.13381219988,1136875.5982810098,28449.05312940111,32501.800957824722
1997-12-10,10202.536889763891,19816.168076316,54105.92393475263,1132284.8228407474,28354.312650565684,32429.79292992926
1997-12-11,10193.079743622478,19752.326482426644,53845.167702339815,1125288.4181603193,28207.13581373996,32319.079822811484
1997-12-12,10195.01094736029,19763.923015020846,53891.820703807534,1126494.8910686106,28237.19017190964,32339.283641089147
1997-12-15,10186.010266867368,19703.146489332394,53643.71671030871,1119844.7096771456,28097.117081738543,32233.79645998031
