Date,Buy_&_Hold,Original_Momentum,Original_Mean_Reversion,Original_Factor_Momentum,Dual_Momentum_GEMVAA,Cross-Asset_Enhanced,Enhanced_Ensemble
1997-01-24,9702.963048631842,9945.944857409071,10000.0,10006.385078623529,9943.59463381816,9927.143068681791,9964.746646136351
1997-01-27,9681.399642976312,9942.070182955342,10000.0,10004.70043755669,9939.551495257749,9921.920681374591,9962.219684536092
1997-01-28,9698.447421307888,9945.133455624298,10000.0,10006.032295238845,9942.74795369492,9926.04944018927,9964.217471059324
1997-01-29,9758.011917474152,9955.836451029172,10000.0,10010.685771501834,9953.916296726095,9940.475216604538,9971.197685453808
1997-01-30,9889.934006203594,9979.541201347743,10000.0,10020.992184683822,9978.651688362865,9972.425097468698,9986.65730522679
1997-01-31,9800.623739777668,9963.493262849335,10000.0,10014.014820119297,9961.906013408003,9950.79526731867,9976.191258380002
1997-02-03,9975.935306868138,9994.994560060904,10000.0,10027.71103629824,9994.776932237466,9993.253537473392,9996.735582648416
1997-02-04,9828.940346576172,9968.581403133441,10000.0,10016.22705502543,9967.215377182722,9957.653195527684,9979.509610739202
1997-02-05,9825.42544484731,9967.949819229038,10000.0,10015.952453327862,9966.556333108561,9956.801930265225,9979.09770819285
1997-02-06,9879.981460849143,9977.752853354366,10000.0,10020.214642078006,9976.785586108905,9970.01471539067,9985.490991318065
1997-02-07,9910.593937797363,9983.253532806,10000.0,10022.606241839585,9982.525425536696,9977.428674651565,9989.078390960436
1997-02-10,9869.779418396165,9975.919673851096,10000.0,10019.417607511366,9974.87270314897,9967.543908234087,9984.295439468107
1997-02-11,9861.809511776715,9974.487581255415,10000.0,10018.794958556722,9973.378345657824,9965.61369647469,9983.36146603614
1997-02-12,9831.410906863157,9969.02533193501,10000.0,10016.420067547851,9967.678607236532,9958.251534347188,9979.799129522833
1997-02-13,9793.540891443961,9962.220563539373,10000.0,10013.461472593226,9960.577979345433,9949.07988998785,9975.361237090896
1997-02-14,9868.353202298547,9975.663400646055,10000.0,10019.30618437874,9974.605287630668,9967.198496522946,9984.128304769169
1997-02-17,9904.920610830362,9982.234106866617,10000.0,10022.163013170288,9981.461676730383,9976.054665776745,9988.41354795649
1997-02-18,9858.575999744606,9973.906559562145,10000.0,10018.542340429214,9972.772062151804,9964.830580279413,9982.982538844877
1997-02-19,9937.82332181228,9988.14631274618,10000.0,10024.73353746575,9987.630935039493,9984.023291092679,9992.269334399683
1997-02-20,9970.703588349794,9994.05448563964,10000.0,10027.302308288994,9993.795985015277,9991.986480644733,9996.122490634549
1997-02-21,10043.94924572789,10007.215814699766,10000.0,10033.024625271659,10007.52954577367,10009.72566329099,10004.705966108544
1997-02-24,10103.037286110888,10017.833196956086,10000.0,10037.64087842658,10018.608553345483,10024.036048071248,10011.630345840926
1997-02-25,10044.781589376236,10007.36537644908,10000.0,10033.089652119184,10007.685610207734,10009.927246518324,10004.803506379834
1997-02-26,10008.42749417122,10000.832999966928,10000.0,10030.249488431293,10000.869217356794,10001.122739085858,10000.543260847997
1997-02-27,10076.71055601493,10013.10261264197,10000.0,10035.584102637833,10013.67229145249,10017.660043126132,10008.545182157806
1997-02-28,10134.44222982153,10023.476272779093,10000.0,10040.094389653974,10024.496980291227,10031.64193287617,10015.310612682017
1997-03-03,10141.411257007,10024.728519851482,10000.0,10040.638844902838,10025.803672888502,10033.32974414765,10016.127295555314
1997-03-04,10159.580976654903,10027.993391350714,10000.0,10042.05835425033,10029.210495322484,10037.730223124876,10018.256559576554
1997-03-05,10271.934167180023,10048.181855273197,10000.0,10050.835947260106,10050.276718545945,10064.940761455178,10031.422949091215
1997-03-06,10232.179394786597,10041.038419608753,10000.0,10047.73010566687,10042.822698722177,10055.312652516146,10026.76418670136
1997-03-07,10285.634445464928,10050.643624027516,10000.0,10051.906281501115,10052.845520724364,10068.258797602304,10033.028450452728
1997-03-10,10277.814508402187,10049.238479086554,10000.0,10051.295348918087,10051.3792825251,10066.364906594921,10032.112051578188
1997-03-11,10268.72910239486,10047.605945194613,10000.0,10050.585551573766,10049.675768898727,10064.164534827521,10031.047355561705
1997-03-12,10367.622379078897,10065.375830848776,10000.0,10058.311588814706,10068.218258276984,10088.115250274437,10042.636411423115
1997-03-13,10444.8350466728,10079.249982057056,10000.0,10064.343828470479,10082.69563345084,10106.815193207336,10051.684770906775
1997-03-14,10521.631602347356,10093.049363154827,10000.0,10070.343559382554,10097.094987639819,10125.414359034767,10060.684367274887
1997-03-17,10640.34188028189,10114.38011622119,10000.0,10079.61779984619,10119.353164752545,10154.164504472037,10074.59572797034
1997-03-18,10651.221930390073,10116.335125225003,10000.0,10080.46780376089,10121.39317414783,10156.799516607613,10075.870733842394
1997-03-19,10718.34852502263,10128.39693519804,10000.0,10085.712068966559,10133.979410641434,10173.056738745185,10083.737131650896
1997-03-20,10700.944925775642,10125.269725958347,10000.0,10084.352412775388,10130.716235782624,10168.841804552554,10081.69764736414
1997-03-21,10737.801941327436,10131.892470940309,10000.0,10087.231867115373,10137.626926198584,10177.768113006505,10086.016828874115
1997-03-24,10735.817099489743,10131.5358196726,10000.0,10087.076801346802,10137.254768354018,10177.28740912394,10085.784230221261
1997-03-25,10753.312302804643,10134.679489018246,10000.0,10088.44361410578,10140.53511897556,10181.524528676766,10087.834449359725
1997-03-26,10813.628807848103,10145.517611018242,10000.0,10093.1558410623,10151.84446367121,10196.132432241979,10094.902789794505
1997-03-27,10752.19037077267,10134.47789185625,10000.0,10088.35596316578,10140.324756719567,10181.252810762773,10087.70297294973
1997-03-28,10941.101125993207,10168.42279318494,10000.0,10103.114615917386,10175.745523323418,10227.004634292747,10109.840952077135
1997-03-31,10862.521047972112,10154.302935415526,10000.0,10096.975547321988,10161.011758694462,10207.973521647013,10100.632349184038
1997-04-01,10766.442927492151,10137.038898141782,10000.0,10089.469444159491,10142.997111104469,10184.704601843272,10089.373194440293
1997-04-02,10875.251093863146,10156.59036553657,10000.0,10097.970082157224,10163.398642299031,10211.056579636246,10102.124151436894
1997-04-03,10953.326305364713,10170.619505103257,10000.0,10104.069708055784,10178.037744455574,10229.965419921784,10111.273590284734
1997-04-04,11017.303239659163,10182.115360484291,10000.0,10109.067906047538,10190.033419635784,10245.459833696219,10118.770887272365
1997-04-07,11082.027145246127,10193.74543726945,10000.0,10114.124461171521,10202.16915193334,10261.135154580563,10126.355719958337
1997-04-08,11090.41660949215,10195.252919126156,10000.0,10114.779888065741,10203.742176479467,10263.166977952646,10127.338860299667
1997-04-09,11020.397097989176,10182.671288152966,10000.0,10109.30961372957,10190.613518072661,10246.20912751052,10119.133448795414
1997-04-10,11036.492020421087,10185.56334452745,10000.0,10110.567029544563,10193.631316028645,10250.107116536998,10121.019572517904
1997-04-11,10986.220145666615,10176.530117032506,10000.0,10106.639539329371,10184.20533951218,10237.9318968699,10115.128337195114
1997-04-14,11081.196719256324,10193.596220099407,10000.0,10114.059584141067,10202.013447060252,10260.934035786158,10126.258404412658
1997-04-15,11077.650738339014,10192.959051653328,10000.0,10113.782554381902,10201.348575638256,10260.075243532747,10125.84285977391
1997-04-16,11014.062751788093,10181.53308531996,10000.0,10108.81474293261,10189.425828159958,10244.675028039946,10118.391142599974
1997-04-17,10995.198827544933,10178.143473932516,10000.0,10107.340998851114,10185.888842364366,10240.106421387305,10116.180526477729
1997-04-18,11040.87028328244,10186.35006363535,10000.0,10110.909081330607,10194.452240315148,10251.167477073734,10121.532650196968
1997-04-21,11000.584333655414,10179.111182061743,10000.0,10107.761741515995,10186.89862476008,10241.410723648438,10116.81164047505
1997-04-22,10937.728286652955,10167.816736115989,10000.0,10102.85111284393,10175.113115947119,10226.187774765029,10109.44569746695
1997-04-23,10968.371612802992,10173.322958783574,10000.0,10105.2451226994,10180.858739600251,10233.609205316992,10113.036712250158
1997-04-24,10999.213205948494,10178.864807551907,10000.0,10107.654622163893,10186.641538315032,10241.078653656918,10116.650961446896
1997-04-25,10964.069345307158,10172.549895092916,10000.0,10104.909008051289,10180.052064444782,10232.567249907843,10112.532540277989
1997-04-28,10932.183126610047,10166.82034017078,10000.0,10102.417897215577,10174.073398439074,10224.844806317138,10108.795874024421
1997-04-29,10961.794514251951,10172.141136387683,10000.0,10104.7312868751,10179.625533621931,10232.016314261662,10112.265958513708
1997-04-30,10844.352197073573,10151.038220019695,10000.0,10095.556105845539,10157.605099150986,10203.573253070022,10098.503186969367
1997-05-01,10731.691696895845,10130.794536394009,9979.756316374314,10086.754504269154,10136.48125536766,10176.288288183228,10085.300784604788
1997-05-02,10679.274132098846,10121.375755219548,9970.337535199855,10082.659382019388,10126.652961968224,10163.593409208956,10079.15810123014
1997-05-05,10670.193669560107,10119.744109607118,9968.705889587425,10081.94997088355,10124.95037524221,10161.394234687854,10078.093984526382
1997-05-06,10705.814265453104,10126.14468543164,9975.106465411947,10084.73282993769,10131.629236972147,10170.02109775569,10082.268273107593
1997-05-07,10841.138418615377,10150.460744202986,9999.422524183294,10095.305029403493,10157.002515690074,10202.794916099678,10098.126572306297
1997-05-08,10924.68353191208,10165.472756748488,10014.434536728795,10101.831991379799,10172.667224433206,10223.028498226224,10107.917015270754
1997-05-09,10920.063607999326,10164.642614170414,10013.604394150721,10101.471059824114,10171.800988699564,10221.909610403603,10107.375617937229
1997-05-12,10927.739467491769,10166.021870172963,10014.98365015327,10102.070736346961,10173.240212354398,10223.76860762443,10108.275132721497
1997-05-13,10849.560205568288,10151.974034046088,10000.935814026394,10095.962981509188,10158.581600743744,10204.834567627337,10099.11350046484
1997-05-14,10857.22992994626,10153.352187645254,10002.313967625561,10096.562178726219,10160.019674064613,10206.692079000126,10100.012296290384
1997-05-15,10841.474160557937,10150.52107283329,9999.482852813597,10095.331259242756,10157.065467304303,10202.876228601392,10098.16591706519
1997-05-16,10878.69160200545,10157.20858184339,10006.170361823697,10098.238871855843,10164.043737575712,10211.889827701962,10102.52733598482
1997-05-19,10816.099098420378,10145.961491355447,9994.923271335754,10093.348832513258,10152.307643153512,10196.730705739952,10095.192276970945
1997-05-20,10870.218695051506,10155.686106375104,10004.64788635541,10097.576926000065,10162.455067521847,10209.837795549054,10101.534417201156
1997-05-21,11012.611699528688,10181.272349367096,10030.234129347404,10108.701379474845,10189.15375586132,10244.32360132087,10118.221097413325
1997-05-22,11012.457147475588,10181.244578295056,10030.206358275362,10108.689305095697,10189.124777351364,10244.28617074551,10118.202985844602
1997-05-23,11057.213447096494,10189.286725883187,10030.206358275362,10112.18589100358,10197.516583530283,10255.125587059949,10123.447864706428
1997-05-26,11127.631810033608,10201.94002547345,10030.206358275362,10117.687325608042,10210.720026580992,10272.180034333782,10131.70001661312
1997-05-27,11101.47517251761,10197.240004669795,10030.206358275362,10115.643838302105,10205.815657046742,10265.845223685375,10128.634785654214
1997-05-28,11130.841007207047,10202.516678090553,10030.206358275362,10117.938044137218,10211.321751051011,10272.957261774223,10132.076094406882
1997-05-29,11141.47646223172,10204.427736415299,10030.206358275362,10118.76893906102,10213.315898868139,10275.53303603801,10133.322436792587
1997-05-30,11159.695717040748,10207.701508763796,10030.206358275362,10120.192318342975,10216.732009144831,10279.945511812073,10135.45750571552
1997-06-02,11100.31484652406,10197.031508592829,10030.206358275362,10115.553187833859,10205.598095922951,10265.564207233812,10128.498809951845
1997-06-03,11111.977940063922,10199.127220713272,10030.206358275362,10116.46436701666,10207.784925961676,10268.388862700498,10129.865578726047
1997-06-04,11165.688200235689,10208.778283087886,10030.206358275362,10120.66048109258,10217.855599743882,10281.396816335848,10136.159749839926
1997-06-05,11304.686870736792,10233.754606693554,10030.206358275362,10131.519752225478,10243.91785046284,10315.060556847833,10152.448656539274
1997-06-06,11400.995046102555,10251.05998195459,10030.206358275362,10139.043828425929,10261.975633343918,10338.385193069229,10163.73477083995
1997-06-09,11606.885150530024,10288.0558600939,10030.206358275362,10155.128992834325,10300.58002792407,10388.249202735256,10187.862517452544
1997-06-10,11545.641463013679,10277.051134993308,10030.206358275362,10149.387397129667,10289.096836514755,10373.416747164893,10180.685522821723
1997-06-11,11635.988101621531,10293.285296618154,10030.206358275362,10157.857394499153,10306.036831253728,10395.297573702732,10191.273019533579
1997-06-12,11662.983977243657,10298.136118019005,10030.206358275362,10160.388257838727,10311.098557932877,10401.835637329965,10194.436598708047
1997-06-13,11877.03463527079,10336.598345633256,10030.206358275362,10180.455507028772,10351.233056312964,10453.67603107091,10219.520660195602
1997-06-16,11810.473953515506,10324.638223130354,10030.206358275362,10174.215443114213,10338.752928483847,10437.555865958304,10211.720580302404
1997-06-17,11741.321858289382,10312.21245601941,10030.206358275362,10167.732434186764,10325.786910628949,10420.808092895726,10203.616819143093
1997-06-18,11695.12442669914,10303.911355030537,10030.206358275362,10163.40142497518,10317.124892205778,10409.619652432464,10198.203057628612
1997-06-19,11506.640596918929,10270.043166866906,10030.206358275362,10145.731065933285,10281.784174121989,10363.97122490757,10176.115108826243
1997-06-20,11468.14000661243,10263.125092046208,10030.206358275362,10142.12163559205,10274.565313439522,10354.646863192715,10171.603320899701
1997-06-23,11408.383663028186,10252.387624058414,10030.206358275362,10136.519478381028,10263.360999017475,10340.174623730905,10164.600624385923
1997-06-24,11431.846340968355,10256.603574000788,10030.206358275362,10138.719104437918,10267.760251131258,10345.85699104454,10167.350156957036
1997-06-25,11472.836784718656,10263.96904436217,10030.206358275362,10142.561958539509,10275.445959334438,10355.784364140316,10172.153724584025
1997-06-26,11654.635042646181,10296.635918833523,10030.206358275362,10159.605545220214,10309.53313269585,10399.813629732138,10193.458207934906
1997-06-27,11753.111097794712,10314.330834993023,10030.206358275362,10168.837675390389,10327.9973930362,10423.663299338423,10204.998370647625
1997-06-30,11708.979233896765,10306.40089069886,10030.206358275362,10164.700313149957,10319.722668555334,10412.97511355064,10199.826667847085
1997-07-01,11634.931883945665,10293.095507504522,10030.206358275362,10157.758374092042,10305.838790439502,10395.041770984357,10191.14924402469
1997-07-02,11690.613716426866,10303.100836778489,10030.206358275362,10162.978545887154,10316.279134029728,10408.527214788399,10197.67445876858
1997-07-03,11577.27811857997,10282.735846540374,10030.206358275362,10152.353333589008,10295.028709433434,10381.078749684853,10184.392943395897
1997-07-04,11756.600861600098,10314.957901926804,10030.206358275362,10169.164840747144,10328.651723749708,10424.50847651004,10205.407327343568
1997-07-07,11877.456463208637,10336.674142840839,10030.206358275362,10180.495053397945,10351.31214905131,10453.778192524609,10219.570093157068
1997-07-08,11843.081068643742,10330.497314129958,10030.206358275362,10177.272360157485,10344.866762570393,10445.452901653423,10215.541726606494
1997-07-09,11691.078600872912,10303.184370702387,10030.206358275362,10163.02212880397,10316.36629986336,10408.639803990176,10197.7289374146
1997-07-10,11827.553863167552,10327.707269395956,10030.206358275362,10175.816684644093,10341.955411543606,10441.692406577158,10213.722132214754
1997-07-11,11826.841568350996,10327.579278921105,10030.206358275362,10175.74990700504,10341.821856265502,10441.519897676273,10213.63866016594
1997-07-14,11953.938724743522,10350.417049210388,10030.206358275362,10187.66526541684,10365.6525730891,10472.30124024009,10228.532858180688
1997-07-15,11811.848463937746,10324.88520547185,10030.206358275362,10174.3443034663,10339.010649188018,10437.88875520119,10211.88165574251
1997-07-16,11765.374263990743,10316.534372668873,10030.206358275362,10169.987347221268,10330.296736697954,10426.633284901525,10206.435460436222
1997-07-17,11775.92727875235,10318.43061750885,10030.206358275362,10170.976692355167,10332.275426965756,10429.189093164101,10207.672141853598
1997-07-18,11790.417252234141,10321.034284618858,10030.206358275362,10172.335127369086,10334.992296993592,10432.698383616724,10209.370185620995
1997-07-21,11758.095102504449,10315.226398339304,10030.206358275362,10169.304925831926,10328.931893919274,10424.870362979062,10205.582433699547
1997-07-22,11826.670298542238,10327.548503877344,10030.206358275362,10175.73385046047,10341.78974317636,10441.478418269464,10213.618589485224
1997-07-23,11735.884968896155,10311.235514956563,10030.206358275362,10167.22272580615,10324.76749386772,10419.491346245804,10202.979683667325
1997-07-24,11732.567428091117,10310.63939434316,10030.206358275362,10166.911706355677,10324.145454966774,10418.687879332083,10202.590909354234
1997-07-25,11753.877359840351,10314.468522704348,10030.206358275362,10168.909512457169,10328.141067169756,10423.848878427601,10205.088166981099
1997-07-28,11812.245505605419,10324.956548896509,10030.206358275362,10174.381526122643,10339.085094500706,10437.984913730079,10211.928184062941
1997-07-29,11889.516252093947,10338.841136156167,10030.206358275362,10181.625658605943,10353.573359467306,10456.69892264527,10220.983349667065
1997-07-30,11792.82918163596,10321.467678183248,10030.206358275362,10172.561245750507,10335.444533756432,10433.282522768724,10209.652833597771
1997-07-31,11658.344002033911,10297.302372473505,10030.206358275362,10159.953260162814,10310.22856258105,10400.711893333853,10193.892851613156
1997-08-01,11787.33763918701,10320.480916649452,10030.206358275362,10172.046413645918,10334.414869547254,10431.952539831871,10209.009293467034
1997-08-04,11828.71781216114,10327.91641648074,10030.206358275362,10175.925804862241,10342.173651979905,10441.974300474043,10213.85853248744
1997-08-05,11768.082439274316,10317.02099791514,10030.206358275362,10170.241238654102,10330.804519563624,10427.289171103015,10206.752824727266
1997-08-06,11924.011346524974,10345.039473436742,10030.206358275362,10184.85957370885,10360.041189673124,10465.053203327783,10225.025743545702
1997-08-07,11945.22985013761,10348.852173304638,10030.206358275362,10186.848808422536,10364.019659100493,10470.19205967147,10227.512286937808
1997-08-08,12068.017420156064,10370.915564792329,10030.206358275362,10198.360143111766,10387.042328478952,10499.929674285313,10241.901455299345
1997-08-11,12084.848736892243,10375.254888638374,10030.206358275362,10199.938079055783,10391.381652324999,10504.26899813136,10244.005369891369
1997-08-12,12294.20442109364,10429.229400971548,10030.206358275362,10219.565174449664,10445.356164658171,10558.243510464532,10270.174830416543
1997-08-13,12477.19079248145,10476.405574844968,10030.206358275362,10236.720146767271,10492.53233853159,10605.41968433795,10293.048126840018
1997-08-14,12463.034037090103,10472.755786345635,10030.206358275362,10235.392950949332,10488.882550032258,10601.769895838619,10291.278532416101
1997-08-15,12570.470380362674,10500.454218595594,10030.206358275362,10245.465108131135,10516.58098228222,10629.46832808858,10304.708075325172
1997-08-18,12646.062682464784,10519.942858981296,10030.206358275362,10252.551886453208,10536.06962266792,10648.95696847428,10314.157113087935
1997-08-19,12795.215550284376,10558.396332716035,10030.206358275362,10266.534967811294,10574.523096402658,10687.410442209019,10332.801221565385
1997-08-20,12707.473539392275,10535.775345532915,10030.206358275362,10258.30915429016,10551.902109219538,10664.789455025899,10321.833470203872
1997-08-21,12788.023696358228,10556.542182875699,10030.206358275362,10265.86073150572,10572.668946562322,10685.556292368683,10331.902239824616
1997-08-22,12907.148255825197,10587.253983363276,10030.206358275362,10277.028658955747,10603.380747049901,10716.268092856262,10346.792809757988
1997-08-25,12736.737970591814,10543.320081701546,10030.206358275362,10261.052694715117,10559.44684538817,10672.33419119453,10325.491524103814
1997-08-26,12627.170805786098,10515.072297025072,10030.206358275362,10250.780773014581,10531.199060711695,10644.086406518056,10311.7956285031
1997-08-27,12432.159467135287,10464.795936279159,10030.206358275362,10232.498460016068,10480.922699965782,10593.810045772143,10287.41921117175
1997-08-28,12416.02274041294,10460.635686421054,10030.206358275362,10230.985641885847,10476.762450107679,10589.64979591404,10285.402120331455
1997-08-29,12497.844597627767,10481.730383984252,10030.206358275362,10238.656440999737,10497.857147670875,10610.744493477236,10295.62985248331
1997-09-01,12658.601501242587,10523.175523197448,10030.206358275362,10253.727400713628,10539.30228688407,10652.189632690432,10315.724465435162
1997-09-02,12676.924589797498,10527.89944446551,10030.206358275362,10255.445190265651,10544.026208152134,10656.913553958495,10318.014851504526
1997-09-03,12852.785349208487,10573.238546501158,10030.206358275362,10271.932136460431,10589.365310187779,10702.25265599414,10339.997446430898
1997-09-04,12721.99421457085,10539.518957102391,10030.206358275362,10259.670467588152,10555.645720789014,10668.533066595375,10323.648554601194
1997-09-05,12559.665019117729,10497.668461399633,10030.206358275362,10244.452105514421,10513.795225086256,10626.682570892617,10303.357405169554
1997-09-08,12564.830374431309,10499.000154566416,10030.206358275362,10244.93635757507,10515.126918253038,10628.014264059399,10304.00307458375
1997-09-09,12614.14634686863,10511.714428710413,10030.206358275362,10249.55972999107,10527.841192397036,10640.728538203397,10310.167571138416
1997-09-10,12621.638240484945,10513.645932533367,10030.206358275362,10250.262095017599,10529.772696219992,10642.660042026353,10311.104057840455
1997-09-11,12423.86676203266,10462.657973244888,10030.206358275362,10231.721018912696,10478.784736931511,10591.672082737872,10286.38262303392
1997-09-12,12425.642508158473,10463.11578279295,10030.206358275362,10231.887495111992,10479.242546479572,10592.129892285933,10286.604591299647
1997-09-15,12306.722423746583,10432.45669853051,10030.206358275362,10220.738737198377,10448.583462217133,10561.470808023494,10271.73958074816
1997-09-16,12383.113401456914,10452.151247471455,10030.206358275362,10227.90039135872,10468.278011158078,10581.165356964439,10281.288452961951
1997-09-17,12429.985189829258,10464.235380411199,10030.206358275362,10232.294621518628,10480.362144097822,10593.249489904183,10287.147426508494
1997-09-18,12347.243429141947,10442.903520234002,10030.206358275362,10224.537581454193,10459.030283920625,10571.917629726986,10276.804706422581
1997-09-19,12307.093662462154,10432.552408511867,10030.206358275362,10220.773540827962,10448.67917219849,10561.56651800485,10271.785985587607
1997-09-22,12213.43497557682,10408.406028299243,10030.206358275362,10211.993038932462,10424.532791985865,10537.420137792225,10260.07864972694
1997-09-23,12217.761404900572,10409.521435859271,10030.442959879005,10212.398641681564,10425.648199545896,10538.535545352257,10260.61945339241
1997-09-24,12321.47252998675,10436.259460295552,10036.114662032156,10222.121559658393,10452.386223982176,10565.273569788536,10273.583344028182
1997-09-25,12234.94071208805,10413.950475993544,10031.38245324082,10214.00920173039,10430.077239680166,10542.964585486527,10262.766866790844
1997-09-26,12294.689646522676,10429.354498152472,10034.649973092713,10219.610664333635,10445.481261839093,10558.368607645454,10270.235483595172
1997-09-29,12253.100771621703,10418.632366342063,10032.375581496568,10215.71170731167,10434.759130028688,10547.646475835048,10265.03687423255
1997-09-30,12185.936078344994,10401.316468856661,10028.702512332997,10209.415017316978,10417.443232543286,10530.330578349647,10256.641287572962
1997-10-01,12185.933460798706,10401.31579402051,10028.702369185934,10209.414771922013,10417.442557707132,10530.329903513493,10256.640960379676
1997-10-02,12095.534294575871,10378.009758978686,10023.758664783123,10200.939850088624,10394.136522665309,10507.02386847167,10245.341064601822
1997-10-03,12052.360158647101,10366.87892705955,10021.397579224518,10196.8922748453,10383.005690746173,10495.893036552534,10239.944297610726
1997-10-06,11947.290559861616,10339.790671122666,10015.651585540938,10187.041999959161,10355.91743480929,10468.80478061565,10226.81059776254
1997-10-07,12145.087668359753,10390.785238157343,10026.46861491193,10205.585478880861,10406.912001843964,10519.799347650325,10251.535236324806
1997-10-08,12158.896154368678,10394.345238456519,10027.223766490542,10206.880024444199,10410.472002143142,10523.359347949503,10253.261297075922
1997-10-09,12101.300733294484,10379.496418960827,10024.074016900548,10201.480453718494,10395.62318264745,10508.510528453811,10246.061869441648
1997-10-10,12132.342799212853,10387.499451580406,10025.771629880459,10204.39064739834,10403.62621526703,10516.51356107339,10249.942127681445
1997-10-13,12131.8265390269,10387.366353251216,10025.743396901538,10204.342248005907,10403.49311693784,10516.3804627442,10249.8775951582
1997-10-14,12120.777067039542,10384.517661254475,10025.13912890223,10203.306360007093,10400.6444249411,10513.53177074746,10248.49641115978
1997-10-15,12190.633517131246,10402.527527293743,10028.959403516621,10209.85540220319,10418.654290980367,10531.541636786727,10257.228467421242
1997-10-16,12274.858964544446,10424.24190045496,10033.56548267203,10217.751537898177,10440.36866414158,10553.256009947941,10267.756648347893
1997-10-17,12233.313496286393,10413.530959419679,10031.293464876668,10213.856650248985,10429.657723106302,10542.545068912663,10262.563464815637
1997-10-20,12187.47854848587,10401.714136939856,10028.786866168826,10209.559623892685,10417.84090062648,10530.72824643284,10256.834096340572
1997-10-21,12171.110615714631,10397.494279272272,10027.8917448454,10208.025130195381,10413.621042958895,10526.508388765256,10254.788104744166
1997-10-22,11957.613205637583,10342.451978236782,10016.216105231812,10188.009748000659,10358.578741923406,10471.466087729767,10228.100928484535
1997-10-23,11823.050750177352,10307.760095188441,10008.857220948828,10175.394517801262,10323.886858875065,10436.774204681426,10211.280621552007
1997-10-24,11962.300207531269,10343.660345912498,10016.472425647871,10188.449154428192,10359.787109599121,10472.674455405482,10228.686803721246
1997-10-27,12129.779499517856,10386.83860087779,10025.631449428389,10204.150338051933,10402.965364564414,10515.852710370775,10249.62171521957
1997-10-28,12116.011204797687,10383.288962395247,10024.878495810879,10202.859560421919,10399.41572608187,10512.303071888231,10247.900678379548
1997-10-29,12182.198451902826,10400.352862039541,10028.498110886942,10209.064614838026,10416.479625726164,10529.366971532525,10256.174084267692
1997-10-30,12222.91874062449,10410.851061475594,10030.725001676406,10212.88214190568,10426.977825162217,10539.865170968578,10261.264120357899
1997-10-31,12534.129846260372,10491.085174647345,10047.74435901587,10242.058183059045,10507.211938333969,10620.09928414033,10300.165508562384
1997-11-03,12657.007993616407,10522.764697012573,10047.74435901587,10253.578009373672,10538.891460699197,10651.778806505557,10315.525276981889
1997-11-04,12654.892221352708,10522.219224475839,10047.74435901587,10253.379655723951,10538.345988162462,10651.233333968823,10315.260805448926
1997-11-05,12569.064519755484,10500.091770157804,10047.74435901587,10245.333308699212,10516.218533844427,10629.105879650788,10304.532342749273
1997-11-06,12418.430923592465,10461.256546147026,10047.74435901587,10231.211409058928,10477.383309833649,10590.27065564001,10285.703143228895
1997-11-07,12449.245392566976,10469.200901429516,10047.74435901587,10234.100265525289,10485.32766511614,10598.2150109225,10289.55495185071
